,Unnamed: 0_x,County,Total_Unnamed:_0,Total_County__Special_Age_Groups__Total_astrsk,Total_title,Total_title_and_age,Total_title_and_age_original,Total_Total_astrsk_Total,Total_Total_astrsk_Male,Total_Total_astrsk_Female,Total_Female_Total_Male_Female,Total_At_School__Learning_Institution_Total,Total_At_School__Learning_Institution_Male,Total_At_School__Learning_Institution_Female,Total_Total_Male_Female_Total_Male_Female,Total_Left_School__Learning_Institution_After_completion_Total,Total_Left_School__Learning_Institution_After_completion_Male,Total_Left_School__Learning_Institution_After_completion_Female,Total_Left_School__Learning_Institution_Before_completion_Total,Total_Left_School__Learning_Institution_Before_completion_Male,Total_Left_School__Learning_Institution_Before_completion_Female,Total_Total_Male_Female_never,Total_Never_Been_to_School_Learning_Institution_Total,Total_Never_Been_to_School_Learning_Institution_Male,Total_Never_Been_to_School_Learning_Institution_Female,Total_Total_Male_Female_dont_know,Total_Don't_Know_Total,Total_Don't_Know_Male,Total_Don't_Know_Female,Total_Total_Male_Female_not_stated,Total_Not_State_Total,Total_Not_State_Male,Total_Not_State_Female,3to5_Unnamed:_0,3to5_County__Special_Age_Groups__Total_astrsk,3to5_title,3to5_title_and_age,3to5_title_and_age_original,3to5_Total_astrsk_Total,3to5_Total_astrsk_Male,3to5_Total_astrsk_Female,3to5_Female_Total_Male_Female,3to5_At_School__Learning_Institution_Total,3to5_At_School__Learning_Institution_Male,3to5_At_School__Learning_Institution_Female,3to5_Total_Male_Female_Total_Male_Female,3to5_Left_School__Learning_Institution_After_completion_Total,3to5_Left_School__Learning_Institution_After_completion_Male,3to5_Left_School__Learning_Institution_After_completion_Female,3to5_Left_School__Learning_Institution_Before_completion_Total,3to5_Left_School__Learning_Institution_Before_completion_Male,3to5_Left_School__Learning_Institution_Before_completion_Female,3to5_Total_Male_Female_never,3to5_Never_Been_to_School_Learning_Institution_Total,3to5_Never_Been_to_School_Learning_Institution_Male,3to5_Never_Been_to_School_Learning_Institution_Female,3to5_Total_Male_Female_dont_know,3to5_Don't_Know_Total,3to5_Don't_Know_Male,3to5_Don't_Know_Female,3to5_Total_Male_Female_not_stated,3to5_Not_State_Total,3to5_Not_State_Male,3to5_Not_State_Female,4to5_Unnamed:_0,4to5_County__Special_Age_Groups__Total_astrsk,4to5_title,4to5_title_and_age,4to5_title_and_age_original,4to5_Total_astrsk_Total,4to5_Total_astrsk_Male,4to5_Total_astrsk_Female,4to5_Female_Total_Male_Female,4to5_At_School__Learning_Institution_Total,4to5_At_School__Learning_Institution_Male,4to5_At_School__Learning_Institution_Female,4to5_Total_Male_Female_Total_Male_Female,4to5_Left_School__Learning_Institution_After_completion_Total,4to5_Left_School__Learning_Institution_After_completion_Male,4to5_Left_School__Learning_Institution_After_completion_Female,4to5_Left_School__Learning_Institution_Before_completion_Total,4to5_Left_School__Learning_Institution_Before_completion_Male,4to5_Left_School__Learning_Institution_Before_completion_Female,4to5_Total_Male_Female_never,4to5_Never_Been_to_School_Learning_Institution_Total,4to5_Never_Been_to_School_Learning_Institution_Male,4to5_Never_Been_to_School_Learning_Institution_Female,4to5_Total_Male_Female_dont_know,4to5_Don't_Know_Total,4to5_Don't_Know_Male,4to5_Don't_Know_Female,4to5_Total_Male_Female_not_stated,4to5_Not_State_Total,4to5_Not_State_Male,4to5_Not_State_Female,6to13_Unnamed:_0,6to13_County__Special_Age_Groups__Total_astrsk,6to13_title,6to13_title_and_age,6to13_title_and_age_original,6to13_Total_astrsk_Total,6to13_Total_astrsk_Male,6to13_Total_astrsk_Female,6to13_Female_Total_Male_Female,6to13_At_School__Learning_Institution_Total,6to13_At_School__Learning_Institution_Male,6to13_At_School__Learning_Institution_Female,6to13_Total_Male_Female_Total_Male_Female,6to13_Left_School__Learning_Institution_After_completion_Total,6to13_Left_School__Learning_Institution_After_completion_Male,6to13_Left_School__Learning_Institution_After_completion_Female,6to13_Left_School__Learning_Institution_Before_completion_Total,6to13_Left_School__Learning_Institution_Before_completion_Male,6to13_Left_School__Learning_Institution_Before_completion_Female,6to13_Total_Male_Female_never,6to13_Never_Been_to_School_Learning_Institution_Total,6to13_Never_Been_to_School_Learning_Institution_Male,6to13_Never_Been_to_School_Learning_Institution_Female,6to13_Total_Male_Female_dont_know,6to13_Don't_Know_Total,6to13_Don't_Know_Male,6to13_Don't_Know_Female,6to13_Total_Male_Female_not_stated,6to13_Not_State_Total,6to13_Not_State_Male,6to13_Not_State_Female,14to17_Unnamed:_0,14to17_County__Special_Age_Groups__Total_astrsk,14to17_title,14to17_title_and_age,14to17_title_and_age_original,14to17_Total_astrsk_Total,14to17_Total_astrsk_Male,14to17_Total_astrsk_Female,14to17_Female_Total_Male_Female,14to17_At_School__Learning_Institution_Total,14to17_At_School__Learning_Institution_Male,14to17_At_School__Learning_Institution_Female,14to17_Total_Male_Female_Total_Male_Female,14to17_Left_School__Learning_Institution_After_completion_Total,14to17_Left_School__Learning_Institution_After_completion_Male,14to17_Left_School__Learning_Institution_After_completion_Female,14to17_Left_School__Learning_Institution_Before_completion_Total,14to17_Left_School__Learning_Institution_Before_completion_Male,14to17_Left_School__Learning_Institution_Before_completion_Female,14to17_Total_Male_Female_never,14to17_Never_Been_to_School_Learning_Institution_Total,14to17_Never_Been_to_School_Learning_Institution_Male,14to17_Never_Been_to_School_Learning_Institution_Female,14to17_Total_Male_Female_dont_know,14to17_Don't_Know_Total,14to17_Don't_Know_Male,14to17_Don't_Know_Female,14to17_Total_Male_Female_not_stated,14to17_Not_State_Total,14to17_Not_State_Male,14to17_Not_State_Female,18to22_Unnamed:_0,18to22_County__Special_Age_Groups__Total_astrsk,18to22_title,18to22_title_and_age,18to22_title_and_age_original,18to22_Total_astrsk_Total,18to22_Total_astrsk_Male,18to22_Total_astrsk_Female,18to22_Female_Total_Male_Female,18to22_At_School__Learning_Institution_Total,18to22_At_School__Learning_Institution_Male,18to22_At_School__Learning_Institution_Female,18to22_Total_Male_Female_Total_Male_Female,18to22_Left_School__Learning_Institution_After_completion_Total,18to22_Left_School__Learning_Institution_After_completion_Male,18to22_Left_School__Learning_Institution_After_completion_Female,18to22_Left_School__Learning_Institution_Before_completion_Total,18to22_Left_School__Learning_Institution_Before_completion_Male,18to22_Left_School__Learning_Institution_Before_completion_Female,18to22_Total_Male_Female_never,18to22_Never_Been_to_School_Learning_Institution_Total,18to22_Never_Been_to_School_Learning_Institution_Male,18to22_Never_Been_to_School_Learning_Institution_Female,18to22_Total_Male_Female_dont_know,18to22_Don't_Know_Total,18to22_Don't_Know_Male,18to22_Don't_Know_Female,18to22_Total_Male_Female_not_stated,18to22_Not_State_Total,18to22_Not_State_Male,18to22_Not_State_Female,23plus_Unnamed:_0,23plus_County__Special_Age_Groups__Total_astrsk,23plus_title,23plus_title_and_age,23plus_title_and_age_original,23plus_Total_astrsk_Total,23plus_Total_astrsk_Male,23plus_Total_astrsk_Female,23plus_Female_Total_Male_Female,23plus_At_School__Learning_Institution_Total,23plus_At_School__Learning_Institution_Male,23plus_At_School__Learning_Institution_Female,23plus_Total_Male_Female_Total_Male_Female,23plus_Left_School__Learning_Institution_After_completion_Total,23plus_Left_School__Learning_Institution_After_completion_Male,23plus_Left_School__Learning_Institution_After_completion_Female,23plus_Left_School__Learning_Institution_Before_completion_Total,23plus_Left_School__Learning_Institution_Before_completion_Male,23plus_Left_School__Learning_Institution_Before_completion_Female,23plus_Total_Male_Female_never,23plus_Never_Been_to_School_Learning_Institution_Total,23plus_Never_Been_to_School_Learning_Institution_Male,23plus_Never_Been_to_School_Learning_Institution_Female,23plus_Total_Male_Female_dont_know,23plus_Don't_Know_Total,23plus_Don't_Know_Male,23plus_Don't_Know_Female,23plus_Total_Male_Female_not_stated,23plus_Not_State_Total,23plus_Not_State_Male,23plus_Not_State_Female,NotStated_Unnamed:_0,NotStated_County__Special_Age_Groups__Total_astrsk,NotStated_title,NotStated_title_and_age,NotStated_title_and_age_original,NotStated_Total_astrsk_Total,NotStated_Total_astrsk_Male,NotStated_Total_astrsk_Female,NotStated_Female_Total_Male_Female,NotStated_At_School__Learning_Institution_Total,NotStated_At_School__Learning_Institution_Male,NotStated_At_School__Learning_Institution_Female,NotStated_Total_Male_Female_Total_Male_Female,NotStated_Left_School__Learning_Institution_After_completion_Total,NotStated_Left_School__Learning_Institution_After_completion_Male,NotStated_Left_School__Learning_Institution_After_completion_Female,NotStated_Left_School__Learning_Institution_Before_completion_Total,NotStated_Left_School__Learning_Institution_Before_completion_Male,NotStated_Left_School__Learning_Institution_Before_completion_Female,NotStated_Total_Male_Female_never,NotStated_Never_Been_to_School_Learning_Institution_Total,NotStated_Never_Been_to_School_Learning_Institution_Male,NotStated_Never_Been_to_School_Learning_Institution_Female,NotStated_Total_Male_Female_dont_know,NotStated_Don't_Know_Total,NotStated_Don't_Know_Male,NotStated_Don't_Know_Female,NotStated_Total_Male_Female_not_stated,NotStated_Not_State_Total,NotStated_Not_State_Male,NotStated_Not_State_Female,Unnamed: 0_y,Total_Population,Male_Population,Female_Population,Total_currently_attending_title,Male_currently_attending_title,Female_currently_attending_title,Total_currently_attending_County_Sub_County,Male_currently_attending_County_Sub_County,Female_currently_attending_County_Sub_County,Total_currently_attending_County_Sub_County_original,Male_currently_attending_County_Sub_County_original,Female_currently_attending_County_Sub_County_original,Total_currently_attending_Total_astrsk,Male_currently_attending_Total_astrsk,Female_currently_attending_Total_astrsk,Total_currently_attending_Pre_Primary,Male_currently_attending_Pre_Primary,Female_currently_attending_Pre_Primary,Total_currently_attending_Primary,Male_currently_attending_Primary,Female_currently_attending_Primary,Total_currently_attending_Secondary,Male_currently_attending_Secondary,Female_currently_attending_Secondary,Total_currently_attending_Middle_Level_slash_Technical_and_Vocational_Training_TVET,Male_currently_attending_Middle_Level_slash_Technical_and_Vocational_Training_TVET,Female_currently_attending_Middle_Level_slash_Technical_and_Vocational_Training_TVET,Total_currently_attending_University,Male_currently_attending_University,Female_currently_attending_University,Total_currently_attending_Adult_Basic_Education,Male_currently_attending_Adult_Basic_Education,Female_currently_attending_Adult_Basic_Education,Total_currently_attending_Madrasa_slash_Duksi,Male_currently_attending_Madrasa_slash_Duksi,Female_currently_attending_Madrasa_slash_Duksi,Total_currently_attending_Dont_Know,Male_currently_attending_Dont_Know,Female_currently_attending_Dont_Know,Total_currently_attending_Not_Stated,Male_currently_attending_Not_Stated,Female_currently_attending_Not_Stated,Total_highest_edu_title,Male_highest_edu_title,Female_highest_edu_title,Total_highest_edu_County_slash_Sub_County,Male_highest_edu_County_slash_Sub_County,Female_highest_edu_County_slash_Sub_County,Total_highest_edu_Total_astrsk,Male_highest_edu_Total_astrsk,Female_highest_edu_Total_astrsk,Total_highest_edu_Pre_Primary,Male_highest_edu_Pre_Primary,Female_highest_edu_Pre_Primary,Total_highest_edu_Primary,Male_highest_edu_Primary,Female_highest_edu_Primary,Total_highest_edu_Secondary,Male_highest_edu_Secondary,Female_highest_edu_Secondary,Total_highest_edu_Middle Level_Technical_and_Vocational_Training_TVET,Male_highest_edu_Middle Level_Technical_and_Vocational_Training_TVET,Female_highest_edu_Middle Level_Technical_and_Vocational_Training_TVET,Total_highest_edu_University,Male_highest_edu_University,Female_highest_edu_University,Total_highest_edu_Adult_Basic_Education,Male_highest_edu_Adult_Basic_Education,Female_highest_edu_Adult_Basic_Education,Total_highest_edu_Madrasa_slash_Duksi,Male_highest_edu_Madrasa_slash_Duksi,Female_highest_edu_Madrasa_slash_Duksi,Total_highest_edu_None,Male_highest_edu_None,Female_highest_edu_None,Total_highest_edu_Dont_Know,Male_highest_edu_Dont_Know,Female_highest_edu_Dont_Know,Total_highest_edu_Not_Stated,Male_highest_edu_Not_Stated,Female_highest_edu_Not_Stated,Unnamed: 0_x,County_slash_Sub_County,Total,Conventional_and_Group_Quarters,Conventional,Group_Quarters,TenureStatus_ConventionalHouseholds_Owned_Number,Owned_pct_Rented_num_Rented_pct_Not_Stated_num,TenureStatus_ConventionalHouseholds_Owned_pct,TenureStatus_ConventionalHouseholds_Rented_Slash_Provided_Number,TenureStatus_ConventionalHouseholds_Rented_Slash_Provided_Pct,TenureStatus_ConventionalHouseholds_Rented_Slash_Provided_Not_Stated_Number,TenureStatus_ConventionalHouseholds_Rented_Slash_Provided_Not_Stated_Pct,Unnamed: 0_y,Total_employment_titlea,Total_Broad_Age_Groups_slash_County,Total_Broad_Age_Groups_slash_County_original,Total_Total,Total_Working_and_Seeking_Work_slash_No_Work_Available,Total_Working,Total_Seeking_Work_slash_No_Work_Available,Total_Persons_outside_the_Labour_Force,Total_Not_Stated,5to14_employment_titlea,5to14_Broad_Age_Groups_slash_County,5to14_Broad_Age_Groups_slash_County_original,5to14_Total,5to14_Working_and_Seeking_Work_slash_No_Work_Available,5to14_Working,5to14_Seeking_Work_slash_No_Work_Available,5to14_Persons_outside_the_Labour_Force,5to14_Not_Stated,15to17_employment_titlea,15to17_Broad_Age_Groups_slash_County,15to17_Broad_Age_Groups_slash_County_original,15to17_Total,15to17_Working_and_Seeking_Work_slash_No_Work_Available,15to17_Working,15to17_Seeking_Work_slash_No_Work_Available,15to17_Persons_outside_the_Labour_Force,15to17_Not_Stated,18to24_employment_titlea,18to24_Broad_Age_Groups_slash_County,18to24_Broad_Age_Groups_slash_County_original,18to24_Total,18to24_Working_and_Seeking_Work_slash_No_Work_Available,18to24_Working,18to24_Seeking_Work_slash_No_Work_Available,18to24_Persons_outside_the_Labour_Force,18to24_Not_Stated,25to34_employment_titlea,25to34_Broad_Age_Groups_slash_County,25to34_Broad_Age_Groups_slash_County_original,25to34_Total,25to34_Working_and_Seeking_Work_slash_No_Work_Available,25to34_Working,25to34_Seeking_Work_slash_No_Work_Available,25to34_Persons_outside_the_Labour_Force,25to34_Not_Stated,35to64_employment_titlea,35to64_Broad_Age_Groups_slash_County,35to64_Broad_Age_Groups_slash_County_original,35to64_Total,35to64_Working_and_Seeking_Work_slash_No_Work_Available,35to64_Working,35to64_Seeking_Work_slash_No_Work_Available,35to64_Persons_outside_the_Labour_Force,35to64_Not_Stated,65plus_employment_titlea,65plus_Broad_Age_Groups_slash_County,65plus_Broad_Age_Groups_slash_County_original,65plus_Total,65plus_Working_and_Seeking_Work_slash_No_Work_Available,65plus_Working,65plus_Seeking_Work_slash_No_Work_Available,65plus_Persons_outside_the_Labour_Force,65plus_Not_Stated,NotStated_employment_titlea,NotStated_Broad_Age_Groups_slash_County,NotStated_Broad_Age_Groups_slash_County_original,NotStated_Total,NotStated_Working_and_Seeking_Work_slash_No_Work_Available,NotStated_Working,NotStated_Seeking_Work_slash_No_Work_Available,NotStated_Persons_outside_the_Labour_Force,NotStated_Not_Stated
0,0,MOMBASA,0.0,"MOMBASA   1,100,173 552,476",MOMBASA,Total,MOMBASA,"1,100,173","552,476","547,681","547,681 378,423   189,490   188,930","378,423",,"188,930","457,603   243,173 214,424 153,982 74,382 79,596","457,603",,,"243,173","214,424","153,982","101,097 40,253 60,843","101,097","40,253","60,843","8,817 5,043","8,817","5,043","3,772","3,772 251 135 116",251,135,116,1.0,"3-5 84,323 42,434",MOMBASA,3-5,3-5,"84,323","42,434","41,889","41,889 57,828 28,547 29,281","57,828","28,547","29,281",467 246 221 131 67 64,467,246,221,131,67,64,"25,241 13,231 12,010","25,241","13,231","12,010",644 335,644,335,309,309 12 8 4,12,8,4,2.0,"4-5 55,708 27,813",MOMBASA,4-5,4-5,"55,708","27,813","27,895","27,895 46,528 22,965 23,563","46,528","22,965","23,563",374 197 177 107 52 55,374,197,177,107,52,55,"8,421 4,456 3,965","8,421","4,456","3,965",269 138,269,138,131,131 9 5 4,9,5,4,3.0,"6-13 194,684 96,354",MOMBASA,6-13,6-13,"194,684","96,354","98,328","98,328 186,170 92,111 94,057","186,170","92,111","94,057","1,924 950 974 790 375 415","1,924",950,974,790,375,415,"5,190 2,620 2,570","5,190","2,620","2,570",579 285,579,285,294,294 31 13 18,31,13,18,4.0,"14-17 77,650 37,269",MOMBASA,14-17,14-17,"77,650","37,269","40,381","40,381 68,494 33,719 34,775","68,494","33,719","34,775","4,146 1,588 2,558 2,793 1,028 1,765","4,146","1,588","2,558","2,793","1,028","1,765","1,931 811 1,120","1,931",811,"1,120",275 119,275,119,156,156 11 4 7,11,4,7,5.0,"18-22 119,644 53,843",MOMBASA,18-22,18-22,"119,644","53,843","65,798","65,798 40,268 20,912 19,356","40,268","20,912","19,356","55,303 23,725 31,578 18,868 7,268 11,598","55,303","23,725","31,578","18,868","7,268","11,598","4,557 1,660 2,897","4,557","1,660","2,897",629 269,629,269,359,359 19 9 10,19,9,10,6.0,"23+ 623,848 322,563",MOMBASA,23+,23+,"623,848","322,563","301,274","301,274 25,663 14,201 11,461","25,663","14,201","11,461","395,763   216,664 179,093 131,400 65,644 65,754","395,763",,,"216,664","179,093","131,400","64,178 21,931 42,246","64,178","21,931","42,246","6,690 4,035","6,690","4,035","2,654","2,654 154 88 66",154,88,66,7.0,Not Stated 24 13,MOMBASA,Not Stated,Not Stated,24,13,11,11 - - -,-,-,-,- - - - - -,-,-,-,-,-,-,- -,-,-,-,- - -,-,-,-,- 24 13 11,24,13,11,0,"378,423","189,490","188,930",MOMBASA,MOMBASA,MOMBASA,Total,Male,Female,MOMBASA,Male,Female,"378,423","189,490","188,930","84,970","42,759","42,211","196,845","97,844","98,999","65,116","32,911","32,205","16,412","7,808","8,604","11,474","6,370","5,103",506,250,256,"2,147","1,048","1,099",953,500,453,-,-,-,MOMBASA,MOMBASA,MOMBASA,MOMBASA,Male,Female,"990,259","507,180","483,066","55,316","27,062","28,254","415,805","204,322","211,476","281,897","153,058","128,837","101,951","51,168","50,782","39,864","23,574","16,287",419,203,216,78,36,42,"88,138","44,263","43,875","5,034","2,546","2,488","1,757",948,809,0,MOMBASA,"378,422","376,295 2,127","376,295","2,127","78,346","20.8 297,830 79.1 119",20.8,"297,830",,79.1,0,1,MOMBASA,Total,MOMBASA,"1,043,603","423,439 141,942","423,439","141,942","477,965",257,MOMBASA,5 - 14,5 - 14,"243,191","3,289 -","3,289",-,"239,864",38,MOMBASA,15 - 17,15 - 17,"56,896","2,823 2,632","2,823","2,632","51,432",9,MOMBASA,18 - 24,18 - 24,"179,599","64,289 38,583","64,289","38,583","76,691",36,MOMBASA,25 - 34,25 - 34,"260,491","158,840 53,967","158,840","53,967","47,620",64,MOMBASA,35 - 64,35 - 64,"280,908","186,702 44,595","186,702","44,595","49,532",79,MOMBASA,65 +,65 +,"22,494","7,496 2,165","7,496","2,165","12,826",7,MOMBASA,Not Stated,Not Stated,24,- -,-,-,-,24
1,1,KWALE,8.0,"KWALE 783,189 382,538",KWALE,Total,KWALE,"783,189","382,538","400,636","400,636 334,612 171,696   162,911","334,612",,"162,911","152,178 83,012 69,162 98,811 49,352 49,457","152,178","83,012","69,162","98,811","49,352","49,457","192,001 75,281 116,716","192,001","75,281","116,716","5,418 3,108","5,418","3,108","2,310","2,310 169 89 80",169,89,80,9.0,"3-5 83,068 41,933",KWALE,3-5,3-5,"83,068","41,933","41,134","41,134 38,902 19,159 19,743","38,902","19,159","19,743",139 65 74 60 35 25,139,65,74,60,35,25,"43,471 22,426 21,044","43,471","22,426","21,044",481 240,481,240,241,241 15 8 7,15,8,7,10.0,"4-5 56,504 28,730",KWALE,4-5,4-5,"56,504","28,730","27,774","27,774 34,535 17,139 17,396","34,535","17,139","17,396",110 53 57 48 24 24,110,53,57,48,24,24,"21,540 11,379 10,161","21,540","11,379","10,161",261 128,261,128,133,133 10 7 3,10,7,3,11.0,"6-13 204,259 103,008",KWALE,6-13,6-13,"204,259","103,008","101,246","101,246 185,190 93,232 91,955","185,190","93,232","91,955","770 385 384 1,043 552 491",770,385,384,"1,043",552,491,"16,615 8,499 8,115","16,615","8,499","8,115",611 322,611,322,289,289 30 18 12,30,18,12,12.0,"14-17 83,492 42,684",KWALE,14-17,14-17,"83,492","42,684","40,808","40,808 70,746 36,454 34,292","70,746","36,454","34,292","2,198 900 1,298 4,373 2,158 2,215","2,198",900,"1,298","4,373","2,158","2,215","5,908 3,031 2,877","5,908","3,031","2,877",251 131,251,131,120,120 16 10 6,16,10,6,13.0,"18-22 80,175 38,332",KWALE,18-22,18-22,"80,175","38,332","41,841","41,841 31,324 18,083 13,240","31,324","18,083","13,240","22,674 9,590 13,083 16,532 6,837 9,695","22,674","9,590","13,083","16,532","6,837","9,695","9,181 3,601 5,580","9,181","3,601","5,580",449 215,449,215,234,234 15 6 9,15,6,9,14.0,"23+ 332,185 156,576",KWALE,23+,23+,"332,185","156,576","175,602","175,602 8,450 4,768 3,681","8,450","4,768","3,681","126,397 72,072 54,323 76,803 39,770 37,031","126,397","72,072","54,323","76,803","39,770","37,031","116,826 37,724 79,100","116,826","37,724","79,100","3,626 2,200","3,626","2,200","1,426","1,426 83 42 41",83,42,41,15.0,Not Stated 10,KWALE,Not Stated,Not Stated,Stated,10,5,5 5 - - -,5,-,-,- - - - - -,-,-,-,-,-,-,- -,-,-,-,- - -,-,-,-,- 10 5 5,10,5,5,7,"334,612","171,696","162,911",KWALE,KWALE,KWALE,Total,Male,Female,KWALE,Male,Female,"334,612","171,696","162,911","82,822","42,535","40,285","207,769","106,020","101,747","36,756","19,415","17,340","4,107","1,883","2,224","1,936","1,195",741,355,185,170,355,185,170,512,278,234,-,-,-,KWALE,KWALE,KWALE,KWALE,Male,Female,"585,770","304,149","281,610","42,445","22,028","20,414","342,513","173,915","168,593","84,543","47,246","37,297","22,142","11,630","10,511","6,463","4,174","2,289",332,172,160,39,26,13,"84,380","43,305","41,073","1,871","1,045",826,"1,042",608,434,7,KWALE,"173,176","172,802 374","172,802",374,"133,135","77.0 39,612 22.9 55",77,"39,612",,22.9,0,2,KWALE,Total,KWALE,"728,767","333,587 44,175","333,587","44,175","350,840",165,KWALE,5 - 14,5 - 14,"255,799","24,000 -","24,000",-,"231,756",43,KWALE,15 - 17,15 - 17,"60,598","8,881 1,418","8,881","1,418","50,290",9,KWALE,18 - 24,18 - 24,"106,584","55,440 11,314","55,440","11,314","39,807",23,KWALE,25 - 34,25 - 34,"116,234","89,047 15,303","89,047","15,303","11,863",21,KWALE,35 - 64,35 - 64,"156,787","129,684 14,669","129,684","14,669","12,385",49,KWALE,65 +,65 +,"32,755","26,535 1,471","26,535","1,471","4,739",10,KWALE,Not Stated,Not Stated,10,- -,-,-,-,10
2,2,KILIFI,16.0,"KILIFI 1,323,664 636,891",KILIFI,Total,KILIFI,"1,323,664","636,891","686,754","686,754 605,776   308,926 296,841","605,776","308,926","296,841","282,538 154,263   128,273   175,199 86,075 89,122","282,538","154,263",,,"128,273",,"250,280 82,303 167,972","250,280","82,303","167,972","9,634 5,214","9,634","5,214","4,420","4,420 237 110 126",237,110,126,17.0,"3-5 126,430 63,506",KILIFI,3-5,3-5,"126,430","63,506","62,923","62,923 74,467 36,629 37,837","74,467","36,629","37,837",268 138 130 107 47 60,268,138,130,107,47,60,"50,798 26,291 24,507","50,798","26,291","24,507",778 393,778,393,385,385 12 8 4,12,8,4,18.0,"4-5 85,491 43,101",KILIFI,4-5,4-5,"85,491","43,101","42,389","42,389 62,064 30,760 31,303","62,064","30,760","31,303",208 108 100 89 38 51,208,108,100,89,38,51,"22,668 11,964 10,704","22,668","11,964","10,704",452 225,452,225,227,227 10 6 4,10,6,4,19.0,"6-13 328,848 164,769",KILIFI,6-13,6-13,"328,848","164,769","164,072","164,072 311,570   155,860 155,705","311,570","155,860","155,705","1,385 662 723 988 516 472","1,385",662,723,988,516,472,"13,828 7,198 6,628","13,828","7,198","6,628","1,035 511","1,035",511,524,524 42 22 20,42,22,20,20.0,"14-17 144,986 73,000",KILIFI,14-17,14-17,"144,986","73,000","71,983","71,983 133,019 67,451 65,565","133,019","67,451","65,565","3,092 1,274 1,818 4,451 2,020 2,431","3,092","1,274","1,818","4,451","2,020","2,431","3,980 2,038 1,942","3,980","2,038","1,942",421 205,421,205,216,216 23 12 11,23,12,11,21.0,"18-22 146,905 71,639",KILIFI,18-22,18-22,"146,905","71,639","75,263","75,263 68,786 38,854 29,932","68,786","38,854","29,932","42,363 18,199 24,164 27,066 11,097 15,967","42,363","18,199","24,164","27,066","11,097","15,967","7,844 3,104 4,739","7,844","3,104","4,739",826 375,826,375,451,451 20 10 10,20,10,10,22.0,"23+ 576,479 263,973",KILIFI,23+,23+,"576,479","263,973","312,502","312,502 17,934 10,132 7,802","17,934","10,132","7,802","235,430   133,990 101,438 142,587 72,395 70,192","235,430",,,"133,990","101,438","142,587","173,830 43,672 130,156","173,830","43,672","130,156","6,574 3,730","6,574","3,730","2,844","2,844 124 54 70",124,54,70,23.0,Not Stated 16,KILIFI,Not Stated,Not Stated,Stated,16,4,4 11 - - -,11,-,-,- - - - - -,-,-,-,-,-,-,- -,-,-,-,- - -,-,-,-,- 16 4 11,16,4,11,13,"605,776","308,926","296,841",KILIFI,KILIFI,KILIFI,Total,Male,Female,KILIFI,Male,Female,"605,776","308,926","296,841","132,702","67,709","64,991","373,857","189,306","184,545","83,181","43,798","39,382","8,537","3,913","4,624","5,166","3,003","2,163",843,426,417,455,241,214,"1,035",530,505,-,-,-,KILIFI,KILIFI,KILIFI,KILIFI,Male,Female,"1,063,750","549,374","514,362","83,453","42,321","41,132","599,327","301,787","297,531","177,711","99,563","78,148","46,722","24,015","22,706","15,770","9,782","5,988",781,405,376,13,7,6,"135,660","69,143","66,515","3,071","1,673","1,397","1,242",678,563,13,KILIFI,"298,472","297,990 482","297,990",482,"199,451","66.9 98,466 33.0 73",66.9,"98,466",,33,0,3,KILIFI,Total,KILIFI,"1,240,674","534,420 77,211","534,420","77,211","628,808",235,KILIFI,5 - 14,5 - 14,"410,494","21,201 -","21,201",-,"389,237",56,KILIFI,15 - 17,15 - 17,"106,780","7,783 1,733","7,783","1,733","97,249",15,KILIFI,18 - 24,18 - 24,"197,338","89,307 21,155","89,307","21,155","86,852",24,KILIFI,25 - 34,25 - 34,"205,386","154,294 27,712","154,294","27,712","23,339",41,KILIFI,35 - 64,35 - 64,"265,114","217,054 24,601","217,054","24,601","23,395",64,KILIFI,65 +,65 +,"55,546","44,781 2,010","44,781","2,010","8,736",19,KILIFI,Not Stated,Not Stated,16,- -,-,-,-,16
