currently_attending_title,currently_attending_County_Sub_County,currently_attending_Total_astrsk,currently_attending_Pre_Primary,currently_attending_Primary,currently_attending_Secondary,currently_attending_Middle_Level_slash_Technical_and_Vocational_Training_TVET,currently_attending_University,currently_attending_Adult_Basic_Education,currently_attending_Madrasa_slash_Duksi,currently_attending_Dont_Know,currently_attending_Not_Stated,highest_edu_title,highest_edu_County_slash_Sub_County,highest_edu_Total_astrsk,highest_edu_Pre_Primary,highest_edu_Primary,highest_edu_Secondary,highest_edu_Middle Level_Technical_and_Vocational_Training_TVET,highest_edu_University,highest_edu_Adult_Basic_Education,highest_edu_Madrasa_slash_Duksi,highest_edu_None,highest_edu_Dont_Know,highest_edu_Not_Stated
NYAKACH,Female,"35,237","6,730","20,000","7,112",760,531,22,-,82,-,NYAKACH,Female,"65,779","4,358","36,327","14,114","2,936","1,001",20,-,"6,870","1,426","1,049"
HOMA BAY,HOMA BAY,"539,753","119,196","300,787","98,144","11,286","9,136",430,7,767,-,HOMA BAY,HOMA BAY,"936,435","50,944","514,752","185,148","41,900","19,314",405,1,"121,496",717,541
HOMA BAY,Male,"274,952","60,626","151,200","50,766","5,763","5,971",202,1,423,-,HOMA BAY,Male,"453,351","24,480","236,358","94,148","22,303","12,924",186,-,"61,694",709,508
HOMA BAY,Female,"264,796","58,569","149,584","47,377","5,523","3,165",228,6,344,-,HOMA BAY,Female,"483,068","26,461","278,388","90,995","19,596","6,390",219,1,"59,801",245,124
HOMA BAY SUBCOUNTY,HOMA BAY SUBCOUNTY,"54,222","11,315","28,712","10,772","1,647","1,645",44,1,86,-,HOMA BAY SUBCOUNTY,HOMA BAY,"98,476","4,317","48,641","23,180","6,709","3,748",44,1,"11,467",123,67
HOMA BAY SUBCOUNTY,Male,"27,015","5,772","14,090","5,333",763,987,18,-,52,-,HOMA BAY SUBCOUNTY,Male,"47,031","2,083","21,942","11,355","3,261","2,347",18,-,"5,835",122,57
HOMA BAY SUBCOUNTY,Female,"27,207","5,543","14,622","5,439",884,658,26,1,34,-,HOMA BAY SUBCOUNTY,Female,"51,444","2,234","26,699","11,825","3,447","1,401",26,1,"5,632",195,98
NDHIWA,NDHIWA,"105,309","26,161","60,141","16,181","1,541","1,110",53,-,122,-,NDHIWA,NDHIWA,"176,801","9,523","104,345","28,581","5,374","2,133",53,-,"26,499",98,54
NDHIWA,Male,"53,904","13,218","30,413","8,596",818,767,22,-,70,-,NDHIWA,Male,"85,665","4,612","47,900","15,050","3,029","1,519",19,-,"13,384",97,44
NDHIWA,Female,"51,403","12,942","29,727","7,585",723,343,31,-,52,-,NDHIWA,Female,"91,131","4,909","56,444","13,530","2,345",614,34,-,"13,114",259,147
RACHUONYO NORTH,RACHUONYO NORTH,"84,682","17,633","47,176","16,313","1,974","1,419",67,1,99,-,RACHUONYO NORTH,RACHUONYO NORTH,"150,440","8,540","82,001","31,222","7,207","3,062",62,-,"17,940",111,67
RACHUONYO NORTH,Male,"43,300","8,989","23,798","8,407","1,052",962,40,-,52,-,RACHUONYO NORTH,Male,"73,047","4,077","37,693","15,878","3,963","2,108",37,-,"9,113",148,80
RACHUONYO NORTH,Female,"41,382","8,644","23,378","7,906",922,457,27,1,47,-,RACHUONYO NORTH,Female,"77,390","4,463","44,307","15,342","3,244",954,25,-,"8,827",174,129
RACHUONYO EAST,RACHUONYO EAST,"60,292","12,160","34,418","11,443","1,157",957,63,1,93,-,RACHUONYO EAST,RACHUONYO EAST,"102,181","4,457","57,700","20,803","4,433","2,072",44,-,"12,369",101,77
RACHUONYO EAST,Male,"30,901","6,175","17,532","5,902",575,623,36,1,57,-,RACHUONYO EAST,Male,"49,324","2,218","26,733","10,161","2,347","1,390",26,-,"6,271",73,52
RACHUONYO EAST,Female,"29,390","5,985","16,886","5,540",582,334,27,-,36,-,RACHUONYO EAST,Female,"52,855","2,239","30,967","10,640","2,086",682,18,-,"6,098",146,86
RACHUONYO SOUTH,RACHUONYO SOUTH,"63,280","12,916","35,049","12,243","1,580","1,347",50,2,93,-,RACHUONYO SOUTH,RACHUONYO SOUTH,"110,893","6,609","57,805","24,186","5,810","3,076",49,-,"13,126",84,50
RACHUONYO SOUTH,Male,"31,952","6,564","17,594","6,122",749,861,18,-,44,-,RACHUONYO SOUTH,Male,"52,889","3,152","26,453","11,650","2,870","1,952",19,-,"6,659",62,36
RACHUONYO SOUTH,Female,"31,328","6,352","17,455","6,121",831,486,32,2,49,-,RACHUONYO SOUTH,Female,"58,004","3,457","31,352","12,536","2,940","1,124",30,-,"6,467",150,192
RANGWE,RANGWE,"57,746","12,796","32,618","10,246","1,108",838,36,2,102,-,RANGWE,RANGWE,"95,975","6,680","53,169","17,023","3,947","1,688",43,-,"13,083",74,89
RANGWE,Male,"29,547","6,664","16,400","5,257",588,571,17,-,50,-,RANGWE,Male,"46,029","3,221","24,181","8,396","2,085","1,159",18,-,"6,806",76,103
RANGWE,Female,"28,197","6,132","16,216","4,989",520,267,19,2,52,-,RANGWE,Female,"49,944","3,458","28,987","8,627","1,862",529,25,-,"6,277",146,109
SUBA NORTH,SUBA NORTH,"56,957","12,846","31,028","10,607","1,327","1,026",46,-,77,-,SUBA NORTH,SUBA NORTH,"103,926","5,561","55,663","21,887","5,124","2,195",41,-,"13,200",75,63
SUBA NORTH,Male,"28,966","6,457","15,559","5,530",684,671,19,-,46,-,SUBA NORTH,Male,"51,090","2,632","25,684","11,697","2,793","1,502",17,-,"6,627",71,46
SUBA NORTH,Female,"27,991","6,389","15,469","5,077",643,355,27,-,31,-,SUBA NORTH,Female,"52,835","2,929","29,978","10,190","2,331",693,24,-,"6,573",111,164
SUBA SOUTH,SUBA SOUTH,"57,265","13,369","31,645","10,339",952,794,71,-,95,-,SUBA SOUTH,SUBA SOUTH,"97,743","5,257","55,428","18,266","3,296","1,340",69,-,"13,812",51,74
SUBA SOUTH,Male,"29,367","6,787","15,814","5,619",534,529,32,-,52,-,SUBA SOUTH,Male,"48,276","2,485","25,772","9,961","1,955",947,32,-,"6,999",60,90
SUBA SOUTH,Female,"27,898","6,582","15,831","4,720",418,265,39,-,43,-,SUBA SOUTH,Female,"49,465","2,772","29,654","8,305","1,341",393,37,-,"6,813","1,384","1,053"
MIGORI,MIGORI,"522,757","115,908","301,799","85,903","9,432","8,476",503,24,711,1,MIGORI,MIGORI,"891,943","58,435","497,955","162,968","34,705","17,285",507,2,"117,649",740,553
MIGORI,Male,"265,417","58,670","151,180","44,734","4,723","5,422",262,9,416,1,MIGORI,Male,"435,319","28,525","231,286","84,718","18,413","11,405",263,2,"59,414",644,500
MIGORI,Female,"257,326","57,234","150,612","41,168","4,708","3,054",240,15,295,-,MIGORI,Female,"456,604","29,909","266,658","78,248","16,291","5,880",243,-,"58,231",152,95
AWENDO,AWENDO,"56,849","12,262","32,110","10,164","1,200","1,012",39,1,61,-,AWENDO,AWENDO,"99,605","6,043","54,696","19,660","4,385","2,145",38,-,"12,391",83,45
AWENDO,Male,"29,012","6,272","16,144","5,251",631,655,20,-,39,-,AWENDO,Male,"48,515","2,930","25,158","10,124","2,410","1,425",20,-,"6,320",69,50
AWENDO,Female,"27,836","5,990","15,965","4,913",569,357,19,1,22,-,AWENDO,Female,"51,088","3,112","29,537","9,536","1,975",720,18,-,"6,071",80,92
KURIA EAST,KURIA EAST,"44,090","8,581","27,840","6,590",540,433,46,-,60,-,KURIA EAST,KURIA EAST,"68,210","4,716","41,028","10,658","1,896",951,44,1,"8,744",41,48
KURIA EAST,Male,"22,712","4,423","14,065","3,574",285,306,23,-,36,-,KURIA EAST,Male,"34,174","2,379","19,559","5,884","1,062",677,23,1,"4,500",39,44
KURIA EAST,Female,"21,375","4,157","13,774","3,015",255,127,23,-,24,-,KURIA EAST,Female,"34,033","2,337","21,468","4,773",834,274,21,-,"4,243",241,135
KURIA WEST,KURIA WEST,"94,801","19,547","57,915","14,459","1,380","1,203",177,18,102,-,KURIA WEST,KURIA WEST,"156,851","12,391","87,708","27,834","5,646","2,698",179,-,"20,019",117,65
KURIA WEST,Male,"47,912","9,844","28,892","7,643",653,725,95,7,53,-,KURIA WEST,Male,"77,778","6,124","41,769","14,901","2,903","1,765",95,-,"10,039",124,70
KURIA WEST,Female,"46,886","9,702","29,022","6,816",727,478,81,11,49,-,KURIA WEST,Female,"79,070","6,267","45,938","12,933","2,743",933,83,-,"9,979",248,210
NYATIKE,NYATIKE,"81,986","20,496","45,920","12,989","1,247","1,154",41,2,137,-,NYATIKE,NYATIKE,"141,989","8,132","83,054","23,504","4,230","1,811",44,-,"20,756",137,110
NYATIKE,Male,"41,715","10,354","22,955","6,838",647,821,21,2,77,-,NYATIKE,Male,"68,816","3,908","37,907","12,566","2,385","1,314",25,-,"10,464",111,100
NYATIKE,Female,"40,267","10,142","22,962","6,151",599,333,20,-,60,-,NYATIKE,Female,"73,167","4,224","45,142","10,938","1,844",497,19,-,"10,292",217,122
RONGO,RONGO,"60,225","12,389","32,837","11,274","1,638","1,943",45,-,99,-,RONGO,RONGO,"104,064","6,777","53,132","22,074","5,606","3,523",54,-,"12,559",110,67
RONGO,Male,"30,467","6,295","16,401","5,715",797,"1,183",20,-,56,-,RONGO,Male,"50,212","3,300","24,427","10,912","2,815","2,202",20,-,"6,359",107,55
RONGO,Female,"29,757","6,094","16,435","5,559",841,760,25,-,43,-,RONGO,Female,"53,851","3,477","28,704","11,162","2,791","1,321",34,-,"6,200",133,129
SUNA EAST,SUNA EAST,"57,149","12,534","32,377","9,861","1,226","1,020",38,2,90,1,SUNA EAST,SUNA EAST,"102,060","5,415","55,779","20,405","4,994","2,456",38,-,"12,711",83,69
SUNA EAST,Male,"28,762","6,340","16,122","4,978",615,636,18,-,52,1,SUNA EAST,Male,"49,404","2,629","25,768","10,277","2,578","1,560",20,-,"6,420",50,60
SUNA EAST,Female,"28,385","6,192","16,255","4,883",611,384,20,2,38,-,SUNA EAST,Female,"52,653","2,786","30,011","10,127","2,416",896,18,-,"6,289",153,114
SUNA WEST,SUNA WEST,"58,786","14,183","32,714","9,424","1,325",987,58,1,94,-,SUNA WEST,SUNA WEST,"100,908","7,199","53,845","18,882","4,134","2,117",56,1,"14,407",83,64
SUNA WEST,Male,"29,543","7,118","16,275","4,824",616,616,35,-,59,-,SUNA WEST,Male,"48,762","3,481","24,785","9,616","2,093","1,390",32,1,"7,217",70,50
SUNA WEST,Female,"29,243","7,065","16,439","4,600",709,371,23,1,35,-,SUNA WEST,Female,"52,145","3,718","29,059","9,266","2,041",727,24,-,"7,190",160,156
URIRI,URIRI,"68,871","15,916","40,086","11,142",876,724,59,-,68,-,URIRI,URIRI,"118,256","7,762","68,713","19,951","3,814","1,584",54,-,"16,062",86,85
URIRI,Male,"35,294","8,024","20,326","5,911",479,480,30,-,44,-,URIRI,Male,"57,658","3,774","31,913","10,438","2,167","1,072",28,-,"8,095",74,71
URIRI,Female,"33,577","7,892","19,760","5,231",397,244,29,-,24,-,URIRI,Female,"60,597","3,988","36,799","9,513","1,647",512,26,-,"7,967","1,502",870
KISII,KISII,"557,477","104,389","308,995","119,074","11,720","11,965",627,15,692,-,KISII,KISII,"1,056,594","66,917","503,356","289,486","56,356","29,854",618,9,"107,626",837,440
KISII,Male,"282,802","53,060","156,435","59,803","5,578","7,222",314,9,381,-,KISII,Male,"514,242","32,984","240,848","137,417","28,022","18,840",307,4,"54,543",665,430
KISII,Female,"274,662","51,329","152,552","59,268","6,141","4,742",313,6,311,-,KISII,Female,"542,327","33,931","262,496","152,059","28,333","11,014",311,5,"53,083",71,31
ETAGO,ETAGO,"39,960","8,225","22,843","7,810",485,495,50,1,51,-,ETAGO,ETAGO,"68,186","5,286","35,378","15,890","2,022","1,000",52,2,"8,454",34,19
ETAGO,Male,"20,355","4,139","11,539","4,046",254,324,22,-,31,-,ETAGO,Male,"33,403","2,588","16,736","7,951","1,115",698,24,1,"4,237",37,12
ETAGO,Female,"19,604","4,086","11,304","3,764",231,170,28,1,20,-,ETAGO,Female,"34,781","2,698","18,641","7,938",907,302,28,1,"4,217",91,70
GUCHA,GUCHA,"37,772","7,061","21,263","7,866",675,822,19,1,65,-,GUCHA,GUCHA,"69,387","3,890","34,585","18,112","3,505","1,927",18,-,"7,189",45,36
GUCHA,Male,"19,109","3,620","10,731","3,923",293,494,11,1,36,-,GUCHA,Male,"33,352","1,886","16,415","8,383","1,687","1,222",12,-,"3,666",46,34
GUCHA,Female,"18,663","3,441","10,532","3,943",382,328,8,-,29,-,GUCHA,Female,"36,035","2,004","18,170","9,729","1,818",705,6,-,"3,523",89,87
GUCHA SOUTH,GUCHA SOUTH,"38,156","7,406","21,563","7,608",737,746,43,-,53,-,GUCHA SOUTH,GUCHA SOUTH,"68,510","5,121","34,469","16,118","3,333","1,541",43,-,"7,709",49,45
GUCHA SOUTH,Male,"19,473","3,775","10,952","3,920",317,460,20,-,29,-,GUCHA SOUTH,Male,"33,518","2,499","16,558","7,784","1,643",994,20,-,"3,926",40,42
GUCHA SOUTH,Female,"18,682","3,631","10,610","3,688",420,286,23,-,24,-,GUCHA SOUTH,Female,"34,989","2,621","17,910","8,333","1,690",547,23,-,"3,783",125,91
KENYENYA,KENYENYA,"59,619","11,420","33,272","12,992",808,952,124,2,49,-,KENYENYA,KENYENYA,"109,605","7,599","52,756","30,630","4,304","2,229",127,-,"11,744",67,45
KENYENYA,Male,"30,262","5,808","16,729","6,695",365,576,61,1,27,-,KENYENYA,Male,"53,315","3,697","25,081","14,690","2,201","1,520",60,-,"5,954",58,46
KENYENYA,Female,"29,356","5,612","16,542","6,297",443,376,63,1,22,-,KENYENYA,Female,"56,289","3,902","27,674","15,940","2,103",709,67,-,"5,790",223,71
KISII CENTRAL,KISII CENTRAL,"68,085","11,882","35,362","15,136","2,765","2,822",40,-,78,-,KISII CENTRAL,KISII CENTRAL,"141,052","7,110","58,386","43,930","12,024","7,109",40,-,"12,159",119,42
KISII CENTRAL,Male,"34,485","6,067","17,917","7,419","1,331","1,683",20,-,48,-,KISII CENTRAL,Male,"69,181","3,512","28,286","20,926","5,765","4,315",21,-,"6,195",104,29
KISII CENTRAL,Female,"33,599","5,815","17,445","7,717","1,433","1,139",20,-,30,-,KISII CENTRAL,Female,"71,869","3,598","30,099","23,004","6,258","2,794",19,-,"5,964",126,99
KISII SOUTH,KISII SOUTH,"59,783","11,234","34,235","11,998","1,194",953,105,-,64,-,KISII SOUTH,KISII SOUTH,"110,437","7,868","57,573","24,616","5,347","2,963",103,-,"11,742",76,48
KISII SOUTH,Male,"30,077","5,693","17,196","6,012",542,542,59,-,33,-,KISII SOUTH,Male,"53,984","3,892","27,842","11,910","2,503","1,736",57,-,"5,920",50,51
KISII SOUTH,Female,"29,702","5,541","17,035","5,986",652,411,46,-,31,-,KISII SOUTH,Female,"56,448","3,976","29,727","12,705","2,844","1,227",46,-,"5,822",258,146
KITUTU CENTRAL,KITUTU CENTRAL,"64,027","12,259","34,572","13,012","2,011","2,024",46,2,101,-,KITUTU CENTRAL,KITUTU CENTRAL,"131,437","8,114","58,247","35,314","10,497","6,249",44,6,"12,562",152,75
KITUTU CENTRAL,Male,"32,137","6,261","17,396","6,296",943,"1,159",25,1,56,-,KITUTU CENTRAL,Male,"64,408","4,090","28,327","16,768","4,875","3,687",23,2,"6,409",106,71
KITUTU CENTRAL,Female,"31,889","5,998","17,176","6,715","1,068",865,21,1,45,-,KITUTU CENTRAL,Female,"67,024","4,024","29,919","18,542","5,622","2,562",21,4,"6,153",81,69
MARANI,MARANI,"47,285","8,460","27,394","10,078",660,628,25,-,40,-,MARANI,MARANI,"88,583","5,223","47,942","22,193","3,160","1,271",21,-,"8,623",47,37
MARANI,Male,"24,220","4,258","14,072","5,109",343,404,15,-,19,-,MARANI,Male,"42,683","2,607","22,647","10,397","1,721",880,12,-,"4,335",34,32
MARANI,Female,"23,064","4,202","13,321","4,969",317,224,10,-,21,-,MARANI,Female,"45,899","2,616","25,294","11,796","1,439",391,9,-,"4,288",141,82
MASABA SOUTH,MASABA SOUTH,"54,102","9,795","29,437","12,701","1,003","1,009",69,3,85,-,MASABA SOUTH,MASABA SOUTH,"104,534","5,876","46,658","34,295","5,027","2,273",68,-,"10,114",79,42
MASABA SOUTH,Male,"27,657","4,953","15,091","6,412",502,624,33,1,41,-,MASABA SOUTH,Male,"50,501","2,952","22,153","15,926","2,671","1,536",33,-,"5,109",62,40
MASABA SOUTH,Female,"26,444","4,842","14,346","6,288",501,385,36,2,44,-,MASABA SOUTH,Female,"54,030","2,924","24,503","18,368","2,356",737,35,-,"5,005",245,80
NYAMACHE,NYAMACHE,"58,975","11,306","32,124","13,433",888,"1,060",79,6,79,-,NYAMACHE,NYAMACHE,"108,990","7,284","50,075","32,762","4,525","2,136",79,1,"11,803",140,32
NYAMACHE,Male,"30,113","5,756","16,372","6,799",432,668,36,5,45,-,NYAMACHE,Male,"52,911","3,548","23,917","15,307","2,464","1,490",35,1,"5,977",105,48
NYAMACHE,Female,"28,862","5,550","15,752","6,634",456,392,43,1,34,-,NYAMACHE,Female,"56,078","3,736","26,158","17,454","2,061",646,44,-,"5,826",52,44
SAMETA,SAMETA,"29,713","5,341","16,930","6,440",494,454,27,-,27,-,SAMETA,SAMETA,"55,873","3,546","27,287","15,626","2,612","1,156",23,-,"5,527",29,19
SAMETA,Male,"14,914","2,730","8,440","3,172",256,288,12,-,16,-,SAMETA,Male,"26,986","1,713","12,886","7,375","1,377",762,10,-,"2,815",23,25
SAMETA,Female,"14,797","2,611","8,489","3,267",238,166,15,-,11,-,SAMETA,Female,"28,885","1,832","14,401","8,250","1,235",394,13,-,"2,712",892,623
NYAMIRA,NYAMIRA,"260,426","45,908","144,682","58,615","5,335","5,117",345,10,414,-,NYAMIRA,NYAMIRA,"501,830","24,420","237,025","151,352","27,139","12,775",317,1,"47,286",512,305
NYAMIRA,Male,"132,577","23,539","73,848","29,171","2,537","3,096",155,7,224,-,NYAMIRA,Male,"245,254","12,209","114,918","70,874","13,861","8,234",140,1,"24,200",380,318
NYAMIRA,Female,"127,840","22,367","70,829","29,443","2,797","2,021",190,3,190,-,NYAMIRA,Female,"256,564","12,209","122,103","80,475","13,277","4,541",177,-,"23,084",91,76
BORABU,BORABU,"30,834","5,153","16,856","7,195",745,823,21,-,41,-,BORABU,BORABU,"61,736","2,502","26,340","20,381","4,654","2,410",15,1,"5,266",54,43
BORABU,Male,"15,988","2,693","8,737","3,670",368,493,6,-,21,-,BORABU,Male,"31,315","1,312","13,160","10,081","2,387","1,526",5,1,"2,746",37,33
BORABU,Female,"14,846","2,460","8,119","3,525",377,330,15,-,20,-,BORABU,Female,"30,421","1,190","13,180","10,300","2,267",884,10,-,"2,520",146,120
MANGA,MANGA,"40,147","6,907","22,038","9,382",920,777,62,1,60,-,MANGA,MANGA,"77,226","4,749","34,421","24,150","4,456","1,874",58,-,"7,252",76,58
MANGA,Male,"20,317","3,512","11,177","4,669",435,458,28,1,37,-,MANGA,Male,"37,534","2,312","16,683","11,246","2,246","1,215",25,-,"3,673",70,62
MANGA,Female,"19,828","3,394","10,860","4,713",485,319,34,-,23,-,MANGA,Female,"39,690","2,437","17,737","12,904","2,210",659,33,-,"3,578",96,63
MASABA NORTH,MASABA NORTH,"47,656","8,095","26,640","10,953",890,933,89,2,54,-,MASABA NORTH,MASABA NORTH,"92,363","4,393","41,873","30,177","4,939","2,378",87,-,"8,357",47,34
MASABA NORTH,Male,"24,105","4,068","13,532","5,476",406,556,39,1,27,-,MASABA NORTH,Male,"44,538","2,154","20,166","13,885","2,483","1,538",36,-,"4,195",49,29
MASABA NORTH,Female,"23,550","4,026","13,108","5,477",484,377,50,1,27,-,MASABA NORTH,Female,"47,823","2,239","21,707","16,291","2,456",840,51,-,"4,161",298,240
NYAMIRA NORTH,NYAMIRA NORTH,"73,889","13,427","41,591","16,023","1,365","1,235",127,2,119,-,NYAMIRA NORTH,NYAMIRA NORTH,"137,819","6,739","70,523","37,229","6,206","2,622",121,-,"13,841",183,110
NYAMIRA NORTH,Male,"37,652","6,920","21,314","7,870",667,752,58,2,69,-,NYAMIRA NORTH,Male,"67,363","3,382","34,216","17,262","3,276","1,746",55,-,"7,133",115,130
NYAMIRA NORTH,Female,"36,233","6,507","20,275","8,152",697,483,69,-,50,-,NYAMIRA NORTH,Female,"70,451","3,356","36,305","19,966","2,929",876,66,-,"6,708",261,124
NYAMIRA SOUTH,NYAMIRA SOUTH,"67,900","12,326","37,557","15,062","1,415","1,349",46,5,140,-,NYAMIRA SOUTH,NYAMIRA SOUTH,"132,686","6,037","63,868","39,415","6,884","3,491",36,-,"12,570",152,60
NYAMIRA SOUTH,Male,"34,515","6,346","19,088","7,486",661,837,24,3,70,-,NYAMIRA SOUTH,Male,"64,504","3,049","30,693","18,400","3,469","2,209",19,-,"6,453",109,64
NYAMIRA SOUTH,Female,"33,383","5,980","18,467","7,576",754,512,22,2,70,-,NYAMIRA SOUTH,Female,"68,179","2,987","33,174","21,014","3,415","1,282",17,-,"6,117","14,414","8,074"
NAIROBI CITY,NAIROBI CITY,"1,358,304","263,792","644,279","263,299","79,022","98,948","1,053","3,844","4,066",1,NAIROBI CITY,NAIROBI CITY,"3,787,354","114,688","1,259,466","1,284,981","499,951","334,485",733,186,"270,376","7,865","4,416"
NAIROBI CITY,Male,"671,188","132,823","317,016","125,968","37,429","53,457",449,"1,859","2,186",1,NAIROBI CITY,Male,"1,884,245","56,537","597,904","655,589","239,380","186,181",332,97,"135,944","6,547","3,655"
NAIROBI CITY,Female,"687,064","130,960","327,240","137,325","41,590","45,481",604,"1,985","1,879",-,NAIROBI CITY,Female,"1,902,938","58,142","661,505","629,329","260,559","148,288",401,89,"134,423","1,083",666
DAGORETTI,DAGORETTI,"133,970","27,662","65,884","26,628","7,493","5,824",95,4,380,-,DAGORETTI,DAGORETTI,"380,451","11,642","139,492","132,202","46,894","20,327",76,3,"28,066",656,373
DAGORETTI,Male,"65,978","13,875","32,399","12,643","3,575","3,225",46,3,212,-,DAGORETTI,Male,"190,921","5,739","66,946","68,689","22,838","11,565",38,3,"14,074",427,293
DAGORETTI,Female,"67,984","13,785","33,482","13,985","3,917","2,597",49,1,168,-,DAGORETTI,Female,"189,505","5,903","72,538","63,504","24,053","8,759",38,-,"13,990","2,725","1,902"
EMBAKASI,EMBAKASI,"298,718","62,643","141,648","54,913","17,893","20,184",179,394,864,-,EMBAKASI,EMBAKASI,"865,056","24,201","258,061","304,600","136,513","73,179",146,13,"63,716","1,528","1,076"
EMBAKASI,Male,"146,665","31,553","69,431","25,766","8,277","10,919",86,182,451,-,EMBAKASI,Male,"431,278","11,971","120,523","154,993","66,416","42,615",73,10,"32,073","1,196",825
EMBAKASI,Female,"152,044","31,089","72,212","29,146","9,616","9,263",93,212,413,-,EMBAKASI,Female,"433,744","12,227","137,528","149,594","70,095","30,561",73,3,"31,642","2,768",523
KAMUKUNJI,KAMUKUNJI,"76,129","13,504","37,164","14,744","3,762","3,858",234,"2,654",209,-,KAMUKUNJI,KAMUKUNJI,"197,971","8,186","77,113","64,457","19,435","9,507",82,139,"15,761","1,368",307
KAMUKUNJI,Male,"38,702","6,831","18,555","7,499","1,970","2,336",96,"1,285",130,-,KAMUKUNJI,Male,"103,126","4,060","38,119","35,646","9,789","5,861",35,71,"7,870","1,400",216
KAMUKUNJI,Female,"37,427","6,673","18,609","7,245","1,792","1,522",138,"1,369",79,-,KAMUKUNJI,Female,"94,839","4,126","38,993","28,807","9,645","3,646",47,68,"7,891","1,924","1,230"
KASARANI,KASARANI,"246,064","48,702","115,737","47,027","15,038","18,730",102,22,706,-,KASARANI,KASARANI,"679,812","20,778","218,299","225,859","98,786","63,562",81,2,"49,291","1,121",686
KASARANI,Male,"121,382","24,605","56,693","22,502","6,898","10,260",41,14,369,-,KASARANI,Male,"329,885","10,138","101,600","109,873","45,051","36,493",37,-,"24,886",803,544
KASARANI,Female,"124,669","24,096","59,036","24,524","8,140","8,467",61,8,337,-,KASARANI,Female,"349,899","10,637","116,686","115,979","53,734","27,066",44,2,"24,404",383,386
KIBRA,KIBRA,"64,675","11,652","31,544","13,422","3,444","4,341",70,5,197,-,KIBRA,KIBRA,"161,207","4,947","64,713","52,591","14,989","11,285",63,1,"11,849",214,210
KIBRA,Male,"31,846","5,846","15,438","6,430","1,674","2,325",22,3,108,-,KIBRA,Male,"81,878","2,448","31,514","28,276","7,337","5,917",22,1,"5,939",169,176
KIBRA,Female,"32,828","5,806","16,105","6,992","1,770","2,016",48,2,89,-,KIBRA,Female,"79,322","2,499","33,195","24,313","7,651","5,368",41,-,"5,910",825,463
LANG'ATA,LANG'ATA,"63,974","9,786","26,330","12,524","3,717","11,132",55,164,266,-,LANG'ATA,LANG'ATA,"170,602","4,842","49,203","48,809","20,346","36,026",45,7,"10,036",412,210
LANG'ATA,Male,"31,677","4,965","13,110","6,040","1,712","5,608",26,76,140,-,LANG'ATA,Male,"83,232","2,484","23,359","24,704","8,875","18,084",23,2,"5,079",412,252
LANG'ATA,Female,"32,294","4,820","13,219","6,484","2,005","5,524",29,88,125,-,LANG'ATA,Female,"87,363","2,358","25,841","24,105","11,471","17,941",22,5,"4,956",367,321
MAKADARA,MAKADARA,"55,981","10,454","26,042","11,340","3,911","4,046",36,6,146,-,MAKADARA,MAKADARA,"169,335","3,983","52,670","64,391","25,588","11,363",30,3,"10,619",221,175
MAKADARA,Male,"27,872","5,292","12,846","5,415","1,927","2,287",17,6,82,-,MAKADARA,Male,"85,882","1,978","25,361","33,632","12,668","6,457",15,2,"5,373",146,146
