,Unnamed: 0_x,County_slash_Sub_County_x,lighting_Conventional_Households,lighting_Mains_Electricity,lighting_Paraffin_Pressure_lamp,lighting_Paraffin_Lantern,lighting_Paraffin_Tin_Lamp,lighting_Gas_Lamp,lighting_Wood,lighting_Solar_and_Solar_Torch_and_Battery_Torch,lighting_Solar,lighting_Torch_slash_Spotlight_Solar_Charged,lighting_Torch_slash_Spotlight_Dry_cells,lighting_Candle,lighting_Battery_Car_Slash_Charged,lighting_Generator_Diesel_slash_Petrol),lighting_Biogas,lighting_Not_Stated,drinking_water_Conventional_Households,drinking_water_Pond,drinking_water_Dam_slash_Lake,drinking_water_Stream_slash_River,drinking_water_Protected_Spring,drinking_water_Unprotected_Spring,drinking_water_Protected_Well,unprotected_well_borehole_piped_dwelling,drinking_water_Unprotected_Well,drinking_water_Borehole_slash_Tube_well,drinking_water_Piped_into_dwelling,drinking_water_Piped_to_yard_slash_plot,drinking_water_Bottled_water,drinking_water_Rain_slash_Harvested_water,drinking_water_Water_Vendor,drinking_water_Public_tap_slash_Standpipe,drinking_water_Not_Stated,internet_population_above3_Total_Male_Female,internet_population_above3_Total,internet_population_above3_Male,internet_population_above3_Female,Use_of_Internet_Total,Use_of_Internet_pct,Use_of_Internet_Male_pct,Use_of_Internet_Male,Use_of_Internet_pct.1,Use_of_Internet_Female,Use_of_Internet_pct.2,Use_of_Desktop_Computer_slash_Laptop_slash_Tablet_Total,pct_male_pct_female_pct,Use_of_Desktop_Computer_slash_Laptop_slash_Tablet_Total_pct,Use_of_Desktop_Computer_slash_Laptop_slash_Tablet_Male,Use_of_Desktop_Computer_slash_Laptop_slash_Tablet_Male_pct,Use_of_Desktop_Computer_slash_Laptop_slash_Tablet_Female,Use_of_Desktop_Computer_slash_Laptop_slash_Tablet_Female_pct,mo_phone_population_above_3_Total_Male_Female,mo_phone_population_above_3_Total,mo_phone_population_above_3_Male,mo_phone_population_above_3_Female,mobile_phone_Total,mobile_phone_Total_pct,mobile_phone_Male_and_pct,mobile_phone_Male,mobile_phone_Male_pct,mobile_phone_Female,mobile_phone_Female_pct,Unnamed: 0_y,Unnamed: 0.2,County_x,equitable_share_2020_21,equitable_share_2021_22_plus,conditional_grant_2020_21,conditional_grant_2021_22_plus,annual_own_source_revenue_2020_21,annual_own_source_revenue_2021_22_plus,total_revenue_2020_21,total_revenue_2021_22_plus,number_x,county,number_of_schools,total_enrolment,average_school_size,place,population,land_area_km_sq,pop_density_per_km_sq,county_ptr,public_enrolment,public_teachers,public_PTR,private_enrolment,private_teachers,private_PTR,overall_public_plus_private_enrolment,public_over_overall_enrolment_as_pct,overall_pri_ptr_county,overall_pri_ptr_enrolment,overall_pri_ptr_teachers,overall_pri_ptr_PTR,txtbk_no,txtbk_county,txtbk_grade_1,txtbk_grade_2,txtbk_grade_3,pupil_textbook_ratio,s_number_elec,county_elec,national_grid,solar,no_power,elec_table_total,no_power_pct,with_power_pct,with_national_grid_pct,complete_dig_SN,complete_dig_county,number_of_pri_schools_by_2016,number_of_schools_w_complete_digital_devices,pct_installed,detailed_digi_SN,detailed_digi_county,installed_learner_digi_devices,installed_learner_digi_devices.1,Installed_digi_content_server_and_wireless_routers,installed_projectors,installed_special_needs_edu_devices,nasmla_number,nasmla_county,mathematics_mean,mathematics_SE,english_mean,english_SE,kiswahili_mean,kiswahili_SE,county_lower,Unnamed: 0.1,name,capital,code,sub_counties,sub_counties_lower,Place_county_or_subcounty,total_and_gender,number_y,dont_know_number,dont_know_number_percent,not_stated_number,at_school_or_learning_institution_number,at_school_or_learning_institution_pct,after_completion_number,after_completion_pct,before_completion_number,before_completion_pct,never_been_to_school_or_learning_institution_number,never_been_to_school_or_learning_institution_pct,Unnamed: 0_x,male_Place_county_or_subcounty,male_total_and_gender,male_number,male_dont_know_number,male_dont_know_number_percent,male_not_stated_number,male_at_school_or_learning_institution_number,male_at_school_or_learning_institution_pct,male_after_completion_number,male_after_completion_pct,male_before_completion_number,male_before_completion_pct,male_never_been_to_school_or_learning_institution_number,male_never_been_to_school_or_learning_institution_pct,male_Place_county_or_subcounty_lower,name_lower,county_pupil_tr,pre_primary_pupil_teacher_ratio,secondary_pupil_teacher_ratio,female_Place_county_or_subcounty,female_total_and_gender,female_number,female_dont_know_number,female_dont_know_number_percent,female_not_stated_number,female_at_school_or_learning_institution_number,female_at_school_or_learning_institution_pct,female_after_completion_number,female_after_completion_pct,female_before_completion_number,female_before_completion_pct,female_never_been_to_school_or_learning_institution_number,female_never_been_to_school_or_learning_institution_pct,public_primary_enrolment_as_pct_of_overall_enrolment,never_been_to_school_over_population_pct,before_completion_over_population_pct,left_school_before_plus_after_completion,left_school_over_left_before_and_after_as_pct,after_completion_over_left_before_and_after_as_pct,never_been_to_school_over_left_before_and_after_pct,population_per_no_of_schools_over_area,County_lower,Unnamed: 0_y,Unnamed: 0_x.2,County_y,Total_Unnamed:_0,Total_County__Special_Age_Groups__Total_astrsk,Total_title,Total_title_and_age,Total_title_and_age_original,Total_Total_astrsk_Total,Total_Total_astrsk_Male,Total_Total_astrsk_Female,Total_Female_Total_Male_Female,Total_At_School__Learning_Institution_Total,Total_At_School__Learning_Institution_Male,Total_At_School__Learning_Institution_Female,Total_Total_Male_Female_Total_Male_Female,Total_Left_School__Learning_Institution_After_completion_Total,Total_Left_School__Learning_Institution_After_completion_Male,Total_Left_School__Learning_Institution_After_completion_Female,Total_Left_School__Learning_Institution_Before_completion_Total,Total_Left_School__Learning_Institution_Before_completion_Male,Total_Left_School__Learning_Institution_Before_completion_Female,Total_Total_Male_Female_never,Total_Never_Been_to_School_Learning_Institution_Total,Total_Never_Been_to_School_Learning_Institution_Male,Total_Never_Been_to_School_Learning_Institution_Female,Total_Total_Male_Female_dont_know,Total_Don't_Know_Total,Total_Don't_Know_Male,Total_Don't_Know_Female,Total_Total_Male_Female_not_stated,Total_Not_State_Total,Total_Not_State_Male,Total_Not_State_Female,3to5_Unnamed:_0,3to5_County__Special_Age_Groups__Total_astrsk,3to5_title,3to5_title_and_age,3to5_title_and_age_original,3to5_Total_astrsk_Total,3to5_Total_astrsk_Male,3to5_Total_astrsk_Female,3to5_Female_Total_Male_Female,3to5_At_School__Learning_Institution_Total,3to5_At_School__Learning_Institution_Male,3to5_At_School__Learning_Institution_Female,3to5_Total_Male_Female_Total_Male_Female,3to5_Left_School__Learning_Institution_After_completion_Total,3to5_Left_School__Learning_Institution_After_completion_Male,3to5_Left_School__Learning_Institution_After_completion_Female,3to5_Left_School__Learning_Institution_Before_completion_Total,3to5_Left_School__Learning_Institution_Before_completion_Male,3to5_Left_School__Learning_Institution_Before_completion_Female,3to5_Total_Male_Female_never,3to5_Never_Been_to_School_Learning_Institution_Total,3to5_Never_Been_to_School_Learning_Institution_Male,3to5_Never_Been_to_School_Learning_Institution_Female,3to5_Total_Male_Female_dont_know,3to5_Don't_Know_Total,3to5_Don't_Know_Male,3to5_Don't_Know_Female,3to5_Total_Male_Female_not_stated,3to5_Not_State_Total,3to5_Not_State_Male,3to5_Not_State_Female,4to5_Unnamed:_0,4to5_County__Special_Age_Groups__Total_astrsk,4to5_title,4to5_title_and_age,4to5_title_and_age_original,4to5_Total_astrsk_Total,4to5_Total_astrsk_Male,4to5_Total_astrsk_Female,4to5_Female_Total_Male_Female,4to5_At_School__Learning_Institution_Total,4to5_At_School__Learning_Institution_Male,4to5_At_School__Learning_Institution_Female,4to5_Total_Male_Female_Total_Male_Female,4to5_Left_School__Learning_Institution_After_completion_Total,4to5_Left_School__Learning_Institution_After_completion_Male,4to5_Left_School__Learning_Institution_After_completion_Female,4to5_Left_School__Learning_Institution_Before_completion_Total,4to5_Left_School__Learning_Institution_Before_completion_Male,4to5_Left_School__Learning_Institution_Before_completion_Female,4to5_Total_Male_Female_never,4to5_Never_Been_to_School_Learning_Institution_Total,4to5_Never_Been_to_School_Learning_Institution_Male,4to5_Never_Been_to_School_Learning_Institution_Female,4to5_Total_Male_Female_dont_know,4to5_Don't_Know_Total,4to5_Don't_Know_Male,4to5_Don't_Know_Female,4to5_Total_Male_Female_not_stated,4to5_Not_State_Total,4to5_Not_State_Male,4to5_Not_State_Female,6to13_Unnamed:_0,6to13_County__Special_Age_Groups__Total_astrsk,6to13_title,6to13_title_and_age,6to13_title_and_age_original,6to13_Total_astrsk_Total,6to13_Total_astrsk_Male,6to13_Total_astrsk_Female,6to13_Female_Total_Male_Female,6to13_At_School__Learning_Institution_Total,6to13_At_School__Learning_Institution_Male,6to13_At_School__Learning_Institution_Female,6to13_Total_Male_Female_Total_Male_Female,6to13_Left_School__Learning_Institution_After_completion_Total,6to13_Left_School__Learning_Institution_After_completion_Male,6to13_Left_School__Learning_Institution_After_completion_Female,6to13_Left_School__Learning_Institution_Before_completion_Total,6to13_Left_School__Learning_Institution_Before_completion_Male,6to13_Left_School__Learning_Institution_Before_completion_Female,6to13_Total_Male_Female_never,6to13_Never_Been_to_School_Learning_Institution_Total,6to13_Never_Been_to_School_Learning_Institution_Male,6to13_Never_Been_to_School_Learning_Institution_Female,6to13_Total_Male_Female_dont_know,6to13_Don't_Know_Total,6to13_Don't_Know_Male,6to13_Don't_Know_Female,6to13_Total_Male_Female_not_stated,6to13_Not_State_Total,6to13_Not_State_Male,6to13_Not_State_Female,14to17_Unnamed:_0,14to17_County__Special_Age_Groups__Total_astrsk,14to17_title,14to17_title_and_age,14to17_title_and_age_original,14to17_Total_astrsk_Total,14to17_Total_astrsk_Male,14to17_Total_astrsk_Female,14to17_Female_Total_Male_Female,14to17_At_School__Learning_Institution_Total,14to17_At_School__Learning_Institution_Male,14to17_At_School__Learning_Institution_Female,14to17_Total_Male_Female_Total_Male_Female,14to17_Left_School__Learning_Institution_After_completion_Total,14to17_Left_School__Learning_Institution_After_completion_Male,14to17_Left_School__Learning_Institution_After_completion_Female,14to17_Left_School__Learning_Institution_Before_completion_Total,14to17_Left_School__Learning_Institution_Before_completion_Male,14to17_Left_School__Learning_Institution_Before_completion_Female,14to17_Total_Male_Female_never,14to17_Never_Been_to_School_Learning_Institution_Total,14to17_Never_Been_to_School_Learning_Institution_Male,14to17_Never_Been_to_School_Learning_Institution_Female,14to17_Total_Male_Female_dont_know,14to17_Don't_Know_Total,14to17_Don't_Know_Male,14to17_Don't_Know_Female,14to17_Total_Male_Female_not_stated,14to17_Not_State_Total,14to17_Not_State_Male,14to17_Not_State_Female,18to22_Unnamed:_0,18to22_County__Special_Age_Groups__Total_astrsk,18to22_title,18to22_title_and_age,18to22_title_and_age_original,18to22_Total_astrsk_Total,18to22_Total_astrsk_Male,18to22_Total_astrsk_Female,18to22_Female_Total_Male_Female,18to22_At_School__Learning_Institution_Total,18to22_At_School__Learning_Institution_Male,18to22_At_School__Learning_Institution_Female,18to22_Total_Male_Female_Total_Male_Female,18to22_Left_School__Learning_Institution_After_completion_Total,18to22_Left_School__Learning_Institution_After_completion_Male,18to22_Left_School__Learning_Institution_After_completion_Female,18to22_Left_School__Learning_Institution_Before_completion_Total,18to22_Left_School__Learning_Institution_Before_completion_Male,18to22_Left_School__Learning_Institution_Before_completion_Female,18to22_Total_Male_Female_never,18to22_Never_Been_to_School_Learning_Institution_Total,18to22_Never_Been_to_School_Learning_Institution_Male,18to22_Never_Been_to_School_Learning_Institution_Female,18to22_Total_Male_Female_dont_know,18to22_Don't_Know_Total,18to22_Don't_Know_Male,18to22_Don't_Know_Female,18to22_Total_Male_Female_not_stated,18to22_Not_State_Total,18to22_Not_State_Male,18to22_Not_State_Female,23plus_Unnamed:_0,23plus_County__Special_Age_Groups__Total_astrsk,23plus_title,23plus_title_and_age,23plus_title_and_age_original,23plus_Total_astrsk_Total,23plus_Total_astrsk_Male,23plus_Total_astrsk_Female,23plus_Female_Total_Male_Female,23plus_At_School__Learning_Institution_Total,23plus_At_School__Learning_Institution_Male,23plus_At_School__Learning_Institution_Female,23plus_Total_Male_Female_Total_Male_Female,23plus_Left_School__Learning_Institution_After_completion_Total,23plus_Left_School__Learning_Institution_After_completion_Male,23plus_Left_School__Learning_Institution_After_completion_Female,23plus_Left_School__Learning_Institution_Before_completion_Total,23plus_Left_School__Learning_Institution_Before_completion_Male,23plus_Left_School__Learning_Institution_Before_completion_Female,23plus_Total_Male_Female_never,23plus_Never_Been_to_School_Learning_Institution_Total,23plus_Never_Been_to_School_Learning_Institution_Male,23plus_Never_Been_to_School_Learning_Institution_Female,23plus_Total_Male_Female_dont_know,23plus_Don't_Know_Total,23plus_Don't_Know_Male,23plus_Don't_Know_Female,23plus_Total_Male_Female_not_stated,23plus_Not_State_Total,23plus_Not_State_Male,23plus_Not_State_Female,NotStated_Unnamed:_0,NotStated_County__Special_Age_Groups__Total_astrsk,NotStated_title,NotStated_title_and_age,NotStated_title_and_age_original,NotStated_Total_astrsk_Total,NotStated_Total_astrsk_Male,NotStated_Total_astrsk_Female,NotStated_Female_Total_Male_Female,NotStated_At_School__Learning_Institution_Total,NotStated_At_School__Learning_Institution_Male,NotStated_At_School__Learning_Institution_Female,NotStated_Total_Male_Female_Total_Male_Female,NotStated_Left_School__Learning_Institution_After_completion_Total,NotStated_Left_School__Learning_Institution_After_completion_Male,NotStated_Left_School__Learning_Institution_After_completion_Female,NotStated_Left_School__Learning_Institution_Before_completion_Total,NotStated_Left_School__Learning_Institution_Before_completion_Male,NotStated_Left_School__Learning_Institution_Before_completion_Female,NotStated_Total_Male_Female_never,NotStated_Never_Been_to_School_Learning_Institution_Total,NotStated_Never_Been_to_School_Learning_Institution_Male,NotStated_Never_Been_to_School_Learning_Institution_Female,NotStated_Total_Male_Female_dont_know,NotStated_Don't_Know_Total,NotStated_Don't_Know_Male,NotStated_Don't_Know_Female,NotStated_Total_Male_Female_not_stated,NotStated_Not_State_Total,NotStated_Not_State_Male,NotStated_Not_State_Female,Unnamed: 0_y.2,Total_Population,Male_Population,Female_Population,Total_currently_attending_title,Male_currently_attending_title,Female_currently_attending_title,Total_currently_attending_County_Sub_County,Male_currently_attending_County_Sub_County,Female_currently_attending_County_Sub_County,Total_currently_attending_County_Sub_County_original,Male_currently_attending_County_Sub_County_original,Female_currently_attending_County_Sub_County_original,Total_currently_attending_Total_astrsk,Male_currently_attending_Total_astrsk,Female_currently_attending_Total_astrsk,Total_currently_attending_Pre_Primary,Male_currently_attending_Pre_Primary,Female_currently_attending_Pre_Primary,Total_currently_attending_Primary,Male_currently_attending_Primary,Female_currently_attending_Primary,Total_currently_attending_Secondary,Male_currently_attending_Secondary,Female_currently_attending_Secondary,Total_currently_attending_Middle_Level_slash_Technical_and_Vocational_Training_TVET,Male_currently_attending_Middle_Level_slash_Technical_and_Vocational_Training_TVET,Female_currently_attending_Middle_Level_slash_Technical_and_Vocational_Training_TVET,Total_currently_attending_University,Male_currently_attending_University,Female_currently_attending_University,Total_currently_attending_Adult_Basic_Education,Male_currently_attending_Adult_Basic_Education,Female_currently_attending_Adult_Basic_Education,Total_currently_attending_Madrasa_slash_Duksi,Male_currently_attending_Madrasa_slash_Duksi,Female_currently_attending_Madrasa_slash_Duksi,Total_currently_attending_Dont_Know,Male_currently_attending_Dont_Know,Female_currently_attending_Dont_Know,Total_currently_attending_Not_Stated,Male_currently_attending_Not_Stated,Female_currently_attending_Not_Stated,Total_highest_edu_title,Male_highest_edu_title,Female_highest_edu_title,Total_highest_edu_County_slash_Sub_County,Male_highest_edu_County_slash_Sub_County,Female_highest_edu_County_slash_Sub_County,Total_highest_edu_Total_astrsk,Male_highest_edu_Total_astrsk,Female_highest_edu_Total_astrsk,Total_highest_edu_Pre_Primary,Male_highest_edu_Pre_Primary,Female_highest_edu_Pre_Primary,Total_highest_edu_Primary,Male_highest_edu_Primary,Female_highest_edu_Primary,Total_highest_edu_Secondary,Male_highest_edu_Secondary,Female_highest_edu_Secondary,Total_highest_edu_Middle Level_Technical_and_Vocational_Training_TVET,Male_highest_edu_Middle Level_Technical_and_Vocational_Training_TVET,Female_highest_edu_Middle Level_Technical_and_Vocational_Training_TVET,Total_highest_edu_University,Male_highest_edu_University,Female_highest_edu_University,Total_highest_edu_Adult_Basic_Education,Male_highest_edu_Adult_Basic_Education,Female_highest_edu_Adult_Basic_Education,Total_highest_edu_Madrasa_slash_Duksi,Male_highest_edu_Madrasa_slash_Duksi,Female_highest_edu_Madrasa_slash_Duksi,Total_highest_edu_None,Male_highest_edu_None,Female_highest_edu_None,Total_highest_edu_Dont_Know,Male_highest_edu_Dont_Know,Female_highest_edu_Dont_Know,Total_highest_edu_Not_Stated,Male_highest_edu_Not_Stated,Female_highest_edu_Not_Stated,Unnamed: 0_x.1,County_slash_Sub_County_y,Total,Conventional_and_Group_Quarters,Conventional,Group_Quarters,TenureStatus_ConventionalHouseholds_Owned_Number,Owned_pct_Rented_num_Rented_pct_Not_Stated_num,TenureStatus_ConventionalHouseholds_Owned_pct,TenureStatus_ConventionalHouseholds_Rented_Slash_Provided_Number,TenureStatus_ConventionalHouseholds_Rented_Slash_Provided_Pct,TenureStatus_ConventionalHouseholds_Rented_Slash_Provided_Not_Stated_Number,TenureStatus_ConventionalHouseholds_Rented_Slash_Provided_Not_Stated_Pct,Unnamed: 0_y.1,Total_employment_titlea,Total_Broad_Age_Groups_slash_County,Total_Broad_Age_Groups_slash_County_original,Total_Total,Total_Working_and_Seeking_Work_slash_No_Work_Available,Total_Working,Total_Seeking_Work_slash_No_Work_Available,Total_Persons_outside_the_Labour_Force,Total_Not_Stated,5to14_employment_titlea,5to14_Broad_Age_Groups_slash_County,5to14_Broad_Age_Groups_slash_County_original,5to14_Total,5to14_Working_and_Seeking_Work_slash_No_Work_Available,5to14_Working,5to14_Seeking_Work_slash_No_Work_Available,5to14_Persons_outside_the_Labour_Force,5to14_Not_Stated,15to17_employment_titlea,15to17_Broad_Age_Groups_slash_County,15to17_Broad_Age_Groups_slash_County_original,15to17_Total,15to17_Working_and_Seeking_Work_slash_No_Work_Available,15to17_Working,15to17_Seeking_Work_slash_No_Work_Available,15to17_Persons_outside_the_Labour_Force,15to17_Not_Stated,18to24_employment_titlea,18to24_Broad_Age_Groups_slash_County,18to24_Broad_Age_Groups_slash_County_original,18to24_Total,18to24_Working_and_Seeking_Work_slash_No_Work_Available,18to24_Working,18to24_Seeking_Work_slash_No_Work_Available,18to24_Persons_outside_the_Labour_Force,18to24_Not_Stated,25to34_employment_titlea,25to34_Broad_Age_Groups_slash_County,25to34_Broad_Age_Groups_slash_County_original,25to34_Total,25to34_Working_and_Seeking_Work_slash_No_Work_Available,25to34_Working,25to34_Seeking_Work_slash_No_Work_Available,25to34_Persons_outside_the_Labour_Force,25to34_Not_Stated,35to64_employment_titlea,35to64_Broad_Age_Groups_slash_County,35to64_Broad_Age_Groups_slash_County_original,35to64_Total,35to64_Working_and_Seeking_Work_slash_No_Work_Available,35to64_Working,35to64_Seeking_Work_slash_No_Work_Available,35to64_Persons_outside_the_Labour_Force,35to64_Not_Stated,65plus_employment_titlea,65plus_Broad_Age_Groups_slash_County,65plus_Broad_Age_Groups_slash_County_original,65plus_Total,65plus_Working_and_Seeking_Work_slash_No_Work_Available,65plus_Working,65plus_Seeking_Work_slash_No_Work_Available,65plus_Persons_outside_the_Labour_Force,65plus_Not_Stated,NotStated_employment_titlea,NotStated_Broad_Age_Groups_slash_County,NotStated_Broad_Age_Groups_slash_County_original,NotStated_Total,NotStated_Working_and_Seeking_Work_slash_No_Work_Available,NotStated_Working,NotStated_Seeking_Work_slash_No_Work_Available,NotStated_Persons_outside_the_Labour_Force,NotStated_Not_Stated
0,0,MOMBASA,"376,295",85.9,0.5,2.7,6.3,0.1,0,1.5 0.4 0.3,1.5,0.4,0.3,2.2,0.1,0,0,0,"376,295",0.1,0.2,0.1,1.2,0.1,4.6,0.4 5.2 7.2,0.4,5.2,7.2,5.2,11.4,0.3,43.5,20.5,0,"1,100,173 552,476 547,681","1,100,173","552,476","547,681","431,327",39.2,"232,526 42.1","232,526",42.1,"198,792",36.3,"184,713","16.8 104,805 19.0 79,904",16.8,"104,805",19.0,"79,904",14.6,"1,100,173 552,476 547,681","1,100,173","552,476","547,681","679,402",61.8,"353,192 63.9","353,192",63.9,"326,200",59.6,18,45,Mombasa,"7,057.95","7,567.35","2,076.40","1,467.20","3,314.53","4,966.33","12,448.88","14,000.88",28,Mombasa,459,"155,337",338,Mombasa,"1,208,333","5,495","5,495",Mombasa,"75,070","1,538",49,"80,267","2,956",27.0,"155,337",48.32718541,Mombasa,"155,337","4,494",35.0,28,Mombasa,1.02,1.04,1.04,1.03,1,Mombasa,93,0,2,95,2.105263158,97.89473684,97.89473684,28,Mombasa,96.0,94.0,97.92,28,Mombasa,"5,949",188,94,94,15.0,28,Mombasa,595.9,37.9,616.5,44.0,585.7,7.6,mombasa,319.0,Mombasa,Mombasa City,1.0,,,MOMBASA,MOMBASA,"1,100,173","8,817",0.8,251,"378,423",34.4,"457,603",41.6,"153,982",14.0,"101,097",9.2,5.0,MOMBASA,Male,"552,476","5,043",0.9,135,"189,490",34.3,"243,173",44.0,"74,382",13.5,"40,253",7.3,mombasa,mombasa,Mombasa,35.3,28.6,MOMBASA,Female,"547,681","3,772",0.7,116.0,"188,930",34.5,"214,424",39.2,"79,596",14.5,"60,843",11.1,48.32718541,8.366650584,12.74334145,"611,585",25.17753051,74.82246949,16.53032694,0.4790780289,mombasa,0,0,MOMBASA,0.0,"MOMBASA   1,100,173 552,476",MOMBASA,Total,MOMBASA,"1,100,173","552,476","547,681","547,681 378,423   189,490   188,930","378,423",,"188,930","457,603   243,173 214,424 153,982 74,382 79,596","457,603",,,"243,173","214,424","153,982","101,097 40,253 60,843","101,097","40,253","60,843","8,817 5,043","8,817","5,043","3,772","3,772 251 135 116",251,135,116,1.0,"3-5 84,323 42,434",MOMBASA,3-5,3-5,"84,323","42,434","41,889","41,889 57,828 28,547 29,281","57,828","28,547","29,281",467 246 221 131 67 64,467,246,221,131,67,64,"25,241 13,231 12,010","25,241","13,231","12,010",644 335,644,335,309,309 12 8 4,12,8,4,2.0,"4-5 55,708 27,813",MOMBASA,4-5,4-5,"55,708","27,813","27,895","27,895 46,528 22,965 23,563","46,528","22,965","23,563",374 197 177 107 52 55,374,197,177,107,52,55,"8,421 4,456 3,965","8,421","4,456","3,965",269 138,269,138,131,131 9 5 4,9,5,4,3.0,"6-13 194,684 96,354",MOMBASA,6-13,6-13,"194,684","96,354","98,328","98,328 186,170 92,111 94,057","186,170","92,111","94,057","1,924 950 974 790 375 415","1,924",950,974,790,375,415,"5,190 2,620 2,570","5,190","2,620","2,570",579 285,579,285,294,294 31 13 18,31,13,18,4.0,"14-17 77,650 37,269",MOMBASA,14-17,14-17,"77,650","37,269","40,381","40,381 68,494 33,719 34,775","68,494","33,719","34,775","4,146 1,588 2,558 2,793 1,028 1,765","4,146","1,588","2,558","2,793","1,028","1,765","1,931 811 1,120","1,931",811,"1,120",275 119,275,119,156,156 11 4 7,11,4,7,5.0,"18-22 119,644 53,843",MOMBASA,18-22,18-22,"119,644","53,843","65,798","65,798 40,268 20,912 19,356","40,268","20,912","19,356","55,303 23,725 31,578 18,868 7,268 11,598","55,303","23,725","31,578","18,868","7,268","11,598","4,557 1,660 2,897","4,557","1,660","2,897",629 269,629,269,359,359 19 9 10,19,9,10,6.0,"23+ 623,848 322,563",MOMBASA,23+,23+,"623,848","322,563","301,274","301,274 25,663 14,201 11,461","25,663","14,201","11,461","395,763   216,664 179,093 131,400 65,644 65,754","395,763",,,"216,664","179,093","131,400","64,178 21,931 42,246","64,178","21,931","42,246","6,690 4,035","6,690","4,035","2,654","2,654 154 88 66",154,88,66,7.0,Not Stated 24 13,MOMBASA,Not Stated,Not Stated,24,13,11,11 - - -,-,-,-,- - - - - -,-,-,-,-,-,-,- -,-,-,-,- - -,-,-,-,- 24 13 11,24,13,11,0,"378,423","189,490","188,930",MOMBASA,MOMBASA,MOMBASA,Total,Male,Female,MOMBASA,Male,Female,"378,423","189,490","188,930","84,970","42,759","42,211","196,845","97,844","98,999","65,116","32,911","32,205","16,412","7,808","8,604","11,474","6,370","5,103",506,250,256,"2,147","1,048","1,099",953,500,453,-,-,-,MOMBASA,MOMBASA,MOMBASA,MOMBASA,Male,Female,"990,259","507,180","483,066","55,316","27,062","28,254","415,805","204,322","211,476","281,897","153,058","128,837","101,951","51,168","50,782","39,864","23,574","16,287",419,203,216,78,36,42,"88,138","44,263","43,875","5,034","2,546","2,488","1,757",948,809,0,MOMBASA,"378,422","376,295 2,127","376,295","2,127","78,346","20.8 297,830 79.1 119",20.8,"297,830",,79.1,0.0,1,MOMBASA,Total,MOMBASA,"1,043,603","423,439 141,942","423,439","141,942","477,965",257,MOMBASA,5 - 14,5 - 14,"243,191","3,289 -","3,289",-,"239,864",38,MOMBASA,15 - 17,15 - 17,"56,896","2,823 2,632","2,823","2,632","51,432",9,MOMBASA,18 - 24,18 - 24,"179,599","64,289 38,583","64,289","38,583","76,691",36,MOMBASA,25 - 34,25 - 34,"260,491","158,840 53,967","158,840","53,967","47,620",64,MOMBASA,35 - 64,35 - 64,"280,908","186,702 44,595","186,702","44,595","49,532",79,MOMBASA,65 +,65 +,"22,494","7,496 2,165","7,496","2,165","12,826",7,MOMBASA,Not Stated,Not Stated,24,- -,-,-,-,24
